farm_id,region,crop_type,soil_moisture,soil_ph,temperature,rainfall,humidity,sunlight_hours,irrigation_method,yield_kg,ndvi,ndwi,fertilizer_type,pesticide_used,crop_disease_status
46,South India,Rice,73.9123356654482,5.57940823598403,29.70487062837765,187.66163977352025,68.41087779209856,6.588024289283599,Flood,423.927119952341,0.8015443441056407,0.4277368441047335,Organic,No,Diseased
47,North India,Wheat,43.28977166130993,6.263490074752106,22.51522372062644,115.3127197379048,84.39383202242216,7.574813616464214,Drip,385.7006643172932,0.7614785637441925,0.3361808519649809,NPK,Yes,Healthy
48,North India,Cotton,22.19770128242847,5.837451365943013,30.0519095288364,31.07628086937436,72.47086726741995,10.850451922480486,Manual,297.81605782749324,0.5902212850894392,0.1908299570647829,Urea,Occasional,Healthy
49,East India,Maize,38.36262905635304,5.6217752908496,25.947345461041824,80.00457537083885,61.64472794492878,10.547127048673088,Sprinkler,361.3309283018353,0.6969166675557783,0.3104452404371446,Compost,Yes,Healthy
50,West India,Cotton,26.03273169586199,6.789991296647555,28.724663791508124,49.32860153092387,54.871359758514174,10.769279905083485,Manual,276.3643428051969,0.6082563268922624,0.1291220372847374,Urea,Occasional,Healthy
51,West India,Wheat,48.524489098213294,7.486026770758328,22.67612948473509,101.55873617898256,82.2486145795183,10.731974610330884,Drip,367.21824555475706,0.7743055838522399,0.2992693619958538,NPK,Yes,Healthy
52,East India,Sugarcane,74.17320861180625,6.321944336864235,31.18329445249369,224.85881028057543,81.43541243347701,10.840485364572316,Flood,466.7203847409706,0.8785133972394533,0.4708233522538073,NPK,Yes,Diseased
53,South India,Maize,35.12979181337837,6.500399306849625,25.33434742728489,101.45970776888552,60.721866933600005,6.779978178773606,Sprinkler,354.1003651157212,0.7227807165245796,0.2617079655713519,Compost,Yes,Healthy
54,West India,Sugarcane,69.89811939833487,7.4296628255427715,32.070419903095896,221.25366816159416,62.36546659169472,8.563277091517499,Flood,457.7109440355255,0.9091403270752544,0.5233042637969838,NPK,Yes,Diseased
55,Central India,Rice,76.6208732400013,5.791925309887235,30.40138624691365,182.29485909433228,75.22750401002115,8.818232575161062,Flood,426.2153946681037,0.8562341312684639,0.4289771962222317,Organic,No,Diseased
56,Central India,Cotton,22.775637958929,5.905753931412061,29.873456594855725,59.23360681575545,53.73255724307161,9.832140693736994,Manual,281.587941778599,0.6287766834431558,0.1421349149169106,Urea,Occasional,Healthy
57,East India,Sugarcane,72.79742776769643,6.374647064659149,30.713435006414542,206.81035966651143,69.3791263128669,10.31696327414811,Flood,455.8053596042199,0.8734921657249303,0.4944754694994771,NPK,Yes,Diseased
58,North India,Cotton,25.650727203453016,6.050258576932229,28.87978761892088,49.16000982717199,86.77971953064561,8.924919947105277,Manual,286.6215180470679,0.5927729830925135,0.1555221636212554,Urea,Occasional,Healthy
59,North India,Maize,38.69677041060085,5.817199107827264,25.88473152353777,96.3583414604506,57.05769151147074,7.05829887552541,Sprinkler,340.37780079466245,0.7049821984585551,0.288228080491707,Compost,Yes,Healthy
60,South India,Rice,71.4632598302115,6.945316898833651,30.649237267226685,169.2470438880449,58.57222975685377,7.435005801749836,Flood,423.44839826835926,0.8522398657979723,0.4529419462094851,Organic,No,Diseased
61,West India,Maize,35.777728257187,5.972839531926515,24.853881499971557,92.82959471290596,66.28176364166042,8.79570212724163,Sprinkler,329.02018693807975,0.6546776746568569,0.2651756346416073,Compost,Yes,Healthy
62,Central India,Sugarcane,65.24018290007226,5.751144920619856,31.95598688442392,211.8191325996665,61.86282158578776,9.943950027310011,Flood,429.1972087223874,0.8918758655420266,0.5014869065399808,NPK,Yes,Diseased
63,South India,Sugarcane,69.29985258752491,6.633406890428536,30.77758156647348,203.75480935367045,79.23075082746233,6.878240108870197,Flood,439.3743417630639,0.8884476699079105,0.4640794064785319,NPK,Yes,Diseased
64,West India,Sugarcane,71.20424497689889,6.747548977013379,31.962969867340597,197.3945731252716,61.57021579275291,7.870777576444422,Flood,438.52656889219406,0.8522867204545486,0.5003616121723804,NPK,Yes,Diseased
65,North India,Maize,33.41158607166587,6.830825257856952,24.902634494755247,84.55366809029657,76.81394438162822,9.898297317138043,Sprinkler,352.61706536407144,0.637320836621161,0.2974004471386542,Compost,Yes,Healthy
66,East India,Wheat,41.19338715045376,6.183322883252781,22.073449724728697,116.3722612710648,65.21830502982574,9.426112095051966,Drip,379.9567629080085,0.764808303880092,0.3041237937678735,NPK,Yes,Healthy
67,North India,Wheat,44.588257921515606,6.110346097858043,24.42455105186717,123.906828878848,54.82637676815954,7.600378887915972,Drip,378.53256228903416,0.7243835601168803,0.2976805774622379,NPK,Yes,Healthy
68,South India,Rice,69.50945019540887,5.844550668342959,31.09285959242335,182.97986759589548,67.6386696979302,10.695695139216015,Flood,424.738091632172,0.8337007264997935,0.4794048586604413,Organic,No,Diseased
69,North India,Cotton,30.33419389612243,6.877846440526704,28.430528613339767,48.35910753951637,63.10980505039483,9.806058411997464,Manual,268.3628007483782,0.6206528373312449,0.1555208896206471,Urea,Occasional,Healthy
70,South India,Wheat,43.8448653371876,6.157947400656739,22.416217227338333,116.0161031247938,75.04642606189253,7.136500106126005,Drip,358.1971938423595,0.7343420225064926,0.3228534414683493,NPK,Yes,Diseased
71,East India,Sugarcane,71.34297827291799,6.439661777972892,30.73985927964161,224.5390395529812,80.82007121224017,7.528658344789168,Flood,433.9985153083164,0.8575192468698647,0.5233036133763557,NPK,Yes,Diseased
72,Central India,Cotton,28.251598888737647,7.377936008472986,29.44574586272553,52.51827735139926,88.82176650693123,6.787099116678927,Manual,282.33651154391146,0.5740329806737846,0.1609541439705072,Urea,Occasional,Healthy
73,East India,Wheat,47.81703947338276,5.842273295519889,20.807257251516244,112.97991821357006,80.70865511081591,7.597431963375285,Drip,371.054173721505,0.7373327240154085,0.3490098990355159,NPK,Yes,Healthy
74,West India,Maize,34.64530868347851,6.271078016047663,25.34636305476296,89.9830218859918,82.28611076869419,8.367907762279586,Sprinkler,350.59554453767294,0.6665899278952474,0.3002015540114994,Compost,Yes,Healthy
75,North India,Rice,74.40100702622976,6.420644177677025,29.814786713056986,193.07149701521584,72.15356144565663,10.591094617517609,Flood,419.8234908538937,0.81742003110408,0.4857660475478264,Organic,No,Diseased
76,Central India,Rice,70.50823402310114,7.003610983895575,31.200745344391205,184.5091626681537,71.59378057424261,10.367413596143866,Flood,411.887567840686,0.8282557688594194,0.4600850750459912,Organic,No,Diseased
77,East India,Cotton,27.16528835904807,7.165659106546636,28.20399363277082,40.93310964163521,84.54504974324608,7.711736866539768,Manual,289.40243688175605,0.5462662461697895,0.1604734955752123,Urea,Occasional,Healthy
78,South India,Rice,71.67251644478611,6.14877778213487,30.538790326379697,173.95843504270576,80.62340250825447,9.628379725050344,Flood,411.73077105178913,0.8797616060934644,0.426729240022247,Organic,No,Healthy
79,East India,Wheat,46.46689881971135,6.672939115055632,23.27905420550985,105.9569818955223,65.8614443646744,8.417085369049865,Drip,391.66368067450895,0.7248273988805868,0.3239032421974171,NPK,Yes,Healthy
80,West India,Rice,70.60720010681197,7.685827888703902,29.69816236101624,190.44892458631804,74.65342161460329,9.711832329173104,Flood,421.3842220630447,0.809049183440685,0.4716730969469989,Organic,No,Diseased
81,South India,Maize,41.24925185038472,7.573441009190534,23.83770183531968,96.28386926325152,87.63133620609781,8.636690577703707,Sprinkler,354.35967787379514,0.6594453127692549,0.3104022444791515,Compost,Yes,Healthy
82,East India,Wheat,54.28424530051839,7.060378770969602,23.55886467498825,119.29716392226084,65.29865943516675,6.678159664710006,Drip,379.3108168657329,0.7748537677865147,0.3216776462818491,NPK,Yes,Healthy
83,North India,Wheat,49.78071276342136,6.330945712259967,20.44075803578485,122.95550439040684,65.92410031923727,9.752591342296071,Drip,388.0307064709412,0.748894314170432,0.3360848940644404,NPK,Yes,Healthy
84,East India,Wheat,44.90128168339752,7.462519164342256,22.513620091131585,105.86190714830003,67.08786438031824,9.183840641305796,Drip,367.6431191990417,0.7500802047025927,0.2938823514362048,NPK,Yes,Healthy
85,South India,Sugarcane,63.26285729692203,5.764685192014408,32.060693071883044,206.41077609347997,90.4786366865225,8.610690547797205,Flood,478.6485858545725,0.8582078431697308,0.5034252142961682,NPK,Yes,Diseased
86,South India,Wheat,42.1178799358273,5.913194703420306,22.48520048496904,114.07419479656562,71.59084527743123,8.83072026149328,Drip,395.0619886996528,0.7439412212270335,0.3091620697710662,NPK,Yes,Healthy
87,Central India,Sugarcane,68.75272401862185,5.860691808341774,31.536293279605275,211.68832515258532,56.98273131078524,10.370814807295224,Flood,454.6612604762348,0.8622986728254302,0.489457748692346,NPK,Yes,Diseased
88,West India,Cotton,26.243530229074395,6.923302622557941,28.628925340780768,55.17156814475763,76.65481845121856,6.616376790233455,Manual,264.2490599790892,0.5611255636069343,0.1448788008862428,Urea,Occasional,Healthy
89,Central India,Rice,70.49607436543565,6.840728221520029,30.474341552570053,175.93904638316533,60.736278358416726,7.115897292128017,Flood,418.61063436363247,0.8521941404250762,0.4450770720785303,Organic,No,Diseased
90,East India,Sugarcane,69.39975593214163,6.194484806446464,32.32783865503681,218.418743805638,85.95466426325939,6.794894998938017,Flood,442.218063458657,0.9035587316973144,0.4867130999052426,NPK,Yes,Diseased
91,Central India,Rice,72.11440618749148,7.326384458897708,29.040402772934804,158.126829051748,65.05698884634363,7.226620813993759,Flood,429.6685352284826,0.8218018322623313,0.4900125794044926,Organic,No,Diseased
92,South India,Sugarcane,75.7746157037913,6.202444130880242,30.62063470238289,203.2202212615418,88.44053571730998,10.075543063945489,Flood,448.7597837760912,0.8776264788537358,0.4851151990308207,NPK,Yes,Diseased
93,South India,Maize,40.17204429652187,6.139117835660338,25.00833895050201,106.45581732696095,72.81087509020846,9.362127615218895,Sprinkler,355.1292326860614,0.7111790019425067,0.2653488700816519,Compost,Yes,Healthy
94,West India,Cotton,24.83816153314676,5.565804822995646,30.36505138208455,67.21873248005465,86.08979056632434,6.898198442876375,Manual,274.3224521805762,0.5794325304177452,0.14813900909205,Urea,Occasional,Healthy
95,West India,Cotton,22.014050965874592,5.82902345723308,29.183403390532025,46.09095375333205,84.91639698896982,10.175363329193711,Manual,271.0278268576296,0.5826042230675086,0.1259894426375649,Urea,Occasional,Healthy
96,West India,Sugarcane,68.06047845605201,6.637919588458784,31.307648562764427,196.45168080953624,55.528914816008914,7.0397619749219205,Flood,465.9730872222528,0.8807243270255666,0.521707098386883,NPK,Yes,Diseased
97,North India,Sugarcane,68.00687707114636,7.077837048877337,31.028846274940857,209.44249976034448,61.34172931003084,9.09020414905373,Flood,449.1597870652692,0.8741905623256858,0.4622096620387885,NPK,Yes,Diseased
98,Central India,Maize,39.70770677623232,6.884491925155142,25.59236366961649,96.93978582780493,55.61353155486125,8.357328404095178,Sprinkler,353.7714610153098,0.6694500385507677,0.2843017189957977,Compost,Yes,Healthy
99,East India,Rice,71.494581481939,7.016589415723393,30.515590824084267,156.18283449732584,68.66423852534709,7.299735035547229,Flood,400.8410403990936,0.8719261131486541,0.4390002217783894,Organic,No,Diseased
100,East India,Rice,79.38766078842397,7.491053601389445,30.52446053043917,183.20387505689317,56.5545851208224,10.825300542219034,Flood,424.8707632836897,0.8052635197276732,0.4512693152488974,Organic,No,Diseased
101,East India,Rice,70.07664259168764,7.15251686534764,30.61086845708361,192.60409507149976,82.78687371354617,7.506811007606339,Flood,429.9543183738184,0.8523665521608276,0.4470440982868705,Organic,No,Diseased
102,East India,Wheat,42.7109747602018,6.142298322383422,24.733821450734744,118.67566244003514,73.92200127175002,10.475196435449522,Drip,361.6585215067935,0.7738949842558531,0.3262173248870268,NPK,Yes,Healthy
103,South India,Wheat,47.6799132549333,7.377409810625257,21.73768342725171,121.810731411324,81.48346305797206,7.841830616237996,Drip,382.5500602844566,0.7777715378357003,0.3023996502377519,NPK,Yes,Healthy
104,South India,Sugarcane,65.23007194813314,6.263221828873235,31.5809129794816,199.27792609178888,76.67480580476737,6.905330571849872,Flood,448.1126378200202,0.86152820334012,0.5080640856652157,NPK,Yes,Diseased
105,South India,Sugarcane,68.55571780189386,6.064664916365581,32.072954835311656,201.7916512281357,52.46845639739858,10.518197294110388,Flood,445.95083548196806,0.900296474793035,0.4869060349554421,NPK,Yes,Diseased
106,East India,Wheat,45.52260052217781,7.133794972907827,22.360113064558053,132.964990234373,67.94493449903875,8.281909508934447,Drip,372.9208321008503,0.7516190408155181,0.2715851475819594,NPK,Yes,Healthy
107,West India,Wheat,49.45713450015289,6.275581473522982,23.70752450369254,120.25492548491454,59.81589318831481,8.362814650223424,Drip,385.3598149556614,0.7572452980799416,0.3223552558897256,NPK,Yes,Healthy
108,North India,Rice,73.1082566913816,6.44629995015746,29.349707775966177,158.41264377001085,76.92780189358368,7.601894156075803,Flood,404.45984950006687,0.8787757687915885,0.4587592890127328,Organic,No,Diseased
109,Central India,Sugarcane,70.37669444045115,6.846539678529364,30.114807544412745,212.480883626851,56.12185212729327,10.63468314095455,Flood,452.304856763493,0.8836665932908578,0.4916607203996657,NPK,Yes,Diseased
110,West India,Rice,75.30440570416638,5.971261868814384,29.97924268720088,187.65443706884304,58.55553143316685,9.705103225483724,Flood,418.9239985689901,0.7879039191181147,0.4406204250063473,Organic,No,Diseased
111,North India,Rice,70.04355980857385,6.440558937176863,30.53392225110048,187.1259959000825,81.69981719692693,9.51083794957778,Flood,429.6197079483244,0.8406144615396083,0.4386328077972425,Organic,No,Diseased
112,Central India,Cotton,28.500993788457727,5.785402017857164,27.986729574382814,44.748323464780725,82.79959101231142,7.714628107737168,Manual,278.1430420681692,0.6059740524851651,0.1461198379103577,Urea,Occasional,Healthy
113,Central India,Cotton,25.998066328234373,5.840381335224963,29.813916625682825,62.45682640567776,67.54478034817795,8.115863635751698,Manual,291.7957139455079,0.596987898942815,0.1072640596771907,Urea,Occasional,Healthy
114,South India,Sugarcane,70.63212441990056,7.428761132780268,29.85337973231872,200.2312324974182,69.47288665388014,8.371954829335593,Flood,451.4357134562648,0.9013289671818518,0.4832405587059524,NPK,Yes,Diseased
115,East India,Cotton,27.92833849459213,7.394649937348292,29.084044417574123,46.99932525082261,75.61237981124145,10.22671788849337,Manual,282.8065764726411,0.5837706022626347,0.1409034634724568,Urea,Occasional,Diseased
116,Central India,Cotton,23.028738632000906,5.897219867400543,29.732195268110186,47.676113537401136,84.54488589258611,10.606951296041071,Manual,277.4522479577694,0.6267780741098641,0.1781191389886758,Urea,Occasional,Healthy
117,South India,Maize,36.86386941315079,7.334478874869543,25.19229750855669,97.97227656051464,72.50510866607475,6.534456072334924,Sprinkler,346.409361077994,0.6859479583975359,0.3111379812488605,Compost,Yes,Healthy
118,South India,Rice,75.52013470844608,7.160194641923348,31.66258413166217,190.2710479018836,56.45001126262281,10.144378166781832,Flood,421.256066266974,0.8348796662627962,0.4589822604706268,Organic,No,Diseased
119,South India,Wheat,51.64292381931054,6.990898950865905,22.42565478940519,122.96215235750084,55.45654330859159,7.797953907094968,Drip,376.327250221239,0.7318940622705072,0.3100611439611713,NPK,Yes,Healthy
120,West India,Maize,32.511120235751285,7.615468247922306,25.30454957746812,91.88639117951482,86.84261268146327,9.79789978727765,Sprinkler,353.9868723826081,0.6362029895659467,0.2857433925500595,Compost,Yes,Healthy
121,East India,Maize,39.212754628298335,6.789940356526691,24.803329904217875,95.53909475033012,66.24105371145238,7.813061847961999,Sprinkler,350.9031272854699,0.6931962422820698,0.2929961853685577,Compost,Yes,Healthy
122,East India,Cotton,26.930355678067222,5.999769901207564,29.759252118664083,49.967869041525546,77.97349094443732,9.374396880955656,Manual,280.75818928910525,0.6021638594651513,0.1069579318895062,Urea,Occasional,Healthy
123,North India,Cotton,28.52591883122377,6.301286781146971,27.74164852051464,40.94755586538028,61.04569323566796,10.73292922544784,Manual,280.0439495744584,0.6129592694028108,0.1690960495196972,Urea,Occasional,Healthy
124,North India,Rice,76.26290768167871,7.37306224510613,28.84133006882641,189.90813554756008,70.2382132233554,10.927322592497667,Flood,397.7855371169807,0.841987395415674,0.4622513793882881,Organic,No,Diseased
125,North India,Cotton,30.087825373317063,5.935394199591476,29.28700250225338,48.61712512496028,56.24791362935618,10.67587234003784,Manual,272.80769621022125,0.6040557183503971,0.1477553288086606,Urea,Occasional,Healthy
126,Central India,Sugarcane,69.76474288437693,6.013286875806108,30.6342018993818,184.6965478487793,68.9865463004723,7.006189275106756,Flood,438.8500483894693,0.8965567132970821,0.5059522112951237,NPK,Yes,Healthy
127,West India,Wheat,42.20533559838041,6.467744256124887,23.35028752763783,119.9005223935098,71.0454466291377,9.281250433526033,Drip,376.642800567536,0.7264349418438593,0.2871215770006262,NPK,Yes,Healthy
128,Central India,Cotton,27.30775627763997,6.178129964533141,29.6916790856654,57.92304948309983,90.22464427423748,7.102839821333027,Manual,282.253112775728,0.5825496665811272,0.126577247182439,Urea,Occasional,Healthy
129,North India,Cotton,28.390040311503704,5.942337580103218,29.233995652596978,39.822747823570566,64.30959762975216,6.473958711037429,Manual,275.2605034349412,0.5694915107003371,0.133111679195277,Urea,Occasional,Healthy
130,East India,Wheat,44.61416983246182,5.910228280009382,20.507452120000668,122.26524489039292,54.41029245624837,9.179721543806885,Drip,371.98460852166943,0.7669441272254346,0.280303951806408,NPK,Yes,Healthy
131,Central India,Sugarcane,67.53266880942375,7.246661889233512,32.80166617535149,210.8316818177348,82.4647698919603,8.248039804280774,Flood,438.10403502196976,0.8831339018184016,0.5169246183358234,NPK,Yes,Diseased
132,South India,Rice,69.27277794356857,6.7284967323515605,30.95742213223803,185.53058224127355,78.7489921086049,7.184984041302596,Flood,431.13569574551406,0.8513832562117855,0.5230158618248346,Organic,No,Diseased
133,Central India,Cotton,26.671676204300365,6.007021933371975,28.061498332641715,57.803921515396105,80.69038674544855,9.667768180157273,Manual,269.2385803448725,0.62504501314668,0.1366891262062077,Urea,Occasional,Diseased
134,East India,Sugarcane,72.38902007129755,5.8841618510068345,31.62995837998399,220.45849271815504,76.92370360900095,7.094116180690824,Flood,466.6276673440541,0.8832914099398848,0.5046236500995591,NPK,Yes,Diseased
135,North India,Rice,72.87785165064578,6.248217979357701,29.540673617729155,193.131394046349,63.78138277648489,10.894582538855182,Flood,414.450466220723,0.8619260373324696,0.4709895934587751,Organic,No,Diseased
136,South India,Rice,76.25813771545882,7.558344612984558,29.623578134247843,183.38710442547725,67.37544509225712,7.621530885190069,Flood,439.3691559289141,0.8362416938750732,0.477937254827177,Organic,No,Diseased
